term	sentiment	???
intelligently	2.0	0.63246
intelligentsia	1.5	1.20416
intelligibility	1.5	0.80623
intelligible	1.4	0.8
intelligibleness	1.5	1.20416
intelligibly	1.2	0.87178
intense	0.3	0.45826
interest	2.0	1.18322
interested	1.7	0.45826
interestedly	1.5	0.67082
interesting	1.7	0.78102
interestingly	1.7	0.45826
interestingness	1.8	0.87178
interests	1.0	0.89443
interrogated	-1.6	1.0198
interrupt	-1.4	0.4899
interrupted	-1.2	0.6
interrupter	-1.1	0.53852
interrupters	-1.3	0.45826
interruptible	-1.3	1.00499
interrupting	-1.2	0.4
interruption	-1.5	0.67082
interruptions	-1.7	0.45826
interruptive	-1.4	0.66332
interruptor	-1.3	0.64031
interrupts	-1.3	0.64031
intimidate	-0.8	1.46969
intimidated	-1.9	0.7
intimidates	-1.3	0.78102
intimidating	-1.9	1.04403
intimidatingly	-1.1	1.64012
intimidation	-1.8	1.249
intimidations	-1.4	1.49666
intimidator	-1.6	0.4899
intimidators	-1.6	0.8
intimidatory	-1.1	1.22066
intricate	0.6	0.66332
intrigues	0.9	0.9434
invigorate	1.9	0.83066
invigorated	0.8	1.8868
invigorates	2.1	0.53852
invigorating	2.1	0.7
invigoratingly	2.0	0.63246
invigoration	1.5	1.36015
invigorations	1.2	0.87178
invigorator	1.1	1.3
invigorators	1.2	0.87178
invincible	2.2	1.77764
invite	0.6	0.66332
inviting	1.3	0.45826
invulnerable	1.3	1.73494
irate	-2.9	0.53852
ironic	-0.5	1.28452
irony	-0.2	1.07703
irrational	-1.4	0.4899
irrationalism	-1.5	0.5
irrationalist	-2.1	0.9434
irrationalists	-1.5	0.92195
irrationalities	-1.5	0.80623
irrationality	-1.7	0.9
irrationally	-1.6	0.4899
irrationals	-1.1	0.83066
irresistible	1.4	2.2
irresolute	-1.4	0.66332
irresponsible	-1.9	0.3
irreversible	-0.8	0.87178
irritabilities	-1.7	0.64031
irritability	-1.4	1.28062
irritable	-2.1	0.7
irritableness	-1.7	0.64031
irritably	-1.8	0.6
irritant	-2.3	0.78102
irritants	-2.1	0.83066
irritate	-1.8	0.6
irritated	-2.0	0.63246
irritates	-1.7	0.78102
irritating	-2.0	0.63246
irritatingly	-2.0	0.44721
irritation	-2.3	0.78102
irritations	-1.5	0.67082
irritative	-2.0	0.63246
isolatable	0.2	1.249
isolate	-0.8	0.74833
isolated	-1.3	0.64031
isolates	-1.3	0.64031
isolation	-1.7	0.78102
isolationism	0.4	1.62481
isolationist	0.7	1.55242
isolations	-0.5	1.11803
isolator	-0.4	0.66332
isolators	-0.4	1.42829
itchy	-1.1	0.53852
jackass	-1.8	1.07703
jackasses	-2.8	0.9798
jaded	-1.6	0.66332
jailed	-2.2	0.87178
jaunty	1.2	0.6
jealous	-2.0	0.63246
jealousies	-2.0	0.63246
jealously	-2.0	0.89443
jealousness	-1.7	0.45826
jealousy	-1.3	1.73494
jeopardy	-2.1	0.9434
jerk	-1.4	0.8
jerked	-0.8	0.74833
jerks	-1.1	1.51327
jewel	1.5	1.20416
jewels	2.0	1.34164
jocular	1.2	1.249
join	1.2	0.74833
joke	1.2	0.74833
joked	1.3	0.64031
joker	0.5	0.92195
jokes	1.0	0.7746
jokester	1.5	0.67082
jokesters	0.9	0.83066
jokey	1.1	0.3
joking	0.9	0.53852
jollied	2.4	0.66332
jollier	2.4	0.4899
jollies	2.0	0.63246
jolliest	2.9	0.7
jollification	2.2	0.74833
jollifications	2.0	0.7746
jollify	2.1	0.53852
jollily	2.7	0.64031
jolliness	2.5	0.67082
jollities	1.7	0.64031
jollity	1.8	1.6
jolly	2.3	1.00499
jollying	2.3	0.64031
jovial	1.9	0.53852
joy	2.8	0.74833
joyance	2.3	0.9
joyed	2.9	0.3
joyful	2.9	0.53852
joyfuller	2.4	0.66332
joyfully	2.5	0.67082
joyfulness	2.7	1.00499
joying	2.5	0.67082
joyless	-2.5	0.67082
joylessly	-1.7	1.1
joylessness	-2.7	0.9
joyous	3.1	0.7
joyously	2.9	0.7
joyousness	2.8	0.74833
joypop	-0.2	1.93907
joypoppers	-0.1	1.22066
joyridden	0.6	1.8
joyride	1.1	1.22066
joyrider	0.7	1.26886
joyriders	1.3	1.18743
joyrides	0.8	1.32665
joyriding	0.9	1.04403
joyrode	1.0	1.48324
joys	2.2	0.4
joystick	0.7	0.78102
joysticks	0.2	0.4
jubilant	3.0	0.63246
jumpy	-1.0	0.63246
justice	2.4	1.0198
justifiably	1.0	0.7746
justified	1.7	0.64031
keen	1.5	0.67082
keened	0.3	1.00499
keener	0.5	1.20416
keeners	0.6	0.4899
keenest	1.9	0.83066
keening	-0.7	1.41774
keenly	1.0	0.7746
keenness	1.4	0.4899
keens	0.1	1.22066
kewl	1.3	0.45826
kidding	0.4	0.8
kill	-3.7	0.45826
killdeer	-1.1	1.04403
killdeers	-0.1	0.3
killdees	-0.6	0.66332
killed	-3.5	0.67082
killer	-3.3	0.64031
killers	-3.3	0.45826
killick	0.1	0.3
killie	-0.1	0.3
killifish	-0.1	0.7
killifishes	-0.1	0.3
killing	-3.4	1.2
killingly	-2.6	1.0198
killings	-3.5	0.67082
killjoy	-2.1	0.83066
killjoys	-1.7	0.9
killock	-0.3	0.64031
killocks	-0.4	0.66332
kills	-2.5	0.92195
kind	2.4	0.66332
kinder	2.2	0.6
kindly	2.2	0.4
kindness	2.0	0.63246
kindnesses	2.3	0.64031
kiss	1.8	1.6
kissable	2.0	0.89443
kissably	1.9	1.04403
kissed	1.6	1.11355
kisser	1.7	1.34536
kissers	1.5	0.80623
kisses	2.3	0.9
kissing	2.7	0.78102
kissy	1.8	0.6
kudos	2.3	0.64031
lack	-1.3	0.45826
lackadaisical	-1.6	0.66332
lag	-1.4	0.66332
lagged	-1.2	0.6
lagging	-1.1	0.83066
lags	-1.5	0.67082
laidback	0.5	1.28452
lame	-1.8	0.74833
lamebrain	-1.6	0.91652
lamebrained	-2.5	0.67082
lamebrains	-1.2	1.46969
lamedh	0.1	0.53852
lamella	-0.1	0.3
lamellae	-0.1	0.3
lamellas	0.1	0.53852
lamellibranch	0.2	0.4
lamellibranchs	-0.1	0.3
lamely	-2.0	0.89443
lameness	-0.8	1.07703
lament	-2.0	1.26491
lamentable	-1.5	1.0247
lamentableness	-1.3	0.64031
lamentably	-1.5	0.80623
lamentation	-1.4	1.49666
lamentations	-1.9	1.44568
lamented	-1.4	0.91652
lamenter	-1.2	0.87178
lamenters	-0.5	0.67082
lamenting	-2.0	1.09545
laments	-1.5	0.80623
lamer	-1.4	0.4899
lames	-1.2	0.6
lamest	-1.5	1.28452
landmark	0.3	0.64031
laugh	2.6	0.66332
laughable	0.2	1.72047
laughableness	1.2	1.6
laughably	1.2	1.249
laughed	2.0	0.63246
laugher	1.7	0.45826
laughers	1.7	0.9
laughing	2.2	0.87178
laughingly	2.3	1.1
laughings	1.9	0.7
laughingstocks	-1.3	1.26886
laughs	2.2	0.6
laughter	2.2	0.6
laughters	2.2	0.6
launched	0.5	0.80623
lawl	1.4	1.42829
lawsuit	-0.9	1.22066
lawsuits	-0.6	1.68523
lazier	-2.3	0.64031
laziest	-2.7	0.64031
lazy	-1.5	1.36015
leak	-1.4	0.66332
leaked	-1.3	0.78102
leave	-0.2	0.9798
leet	1.3	1.48661
legal	0.5	0.80623
legally	0.4	0.8
lenient	1.1	1.04403
lethargic	-1.2	0.74833
lethargy	-1.4	0.91652
liabilities	-0.8	0.9798
liability	-0.8	1.83303
liar	-2.3	0.78102
liards	-0.4	0.91652
liars	-2.4	0.66332
libelous	-2.1	1.3
libertarian	0.9	0.9434
libertarianism	0.4	0.8
libertarianisms	0.1	1.13578
libertarians	0.1	0.83066
liberties	2.3	0.78102
libertinage	0.2	1.53623
libertine	-0.9	1.44568
libertines	0.4	1.35647
libertinisms	1.2	1.249
liberty	2.4	0.91652
lied	-1.6	1.2
lies	-1.8	0.9798
lifesaver	2.8	0.74833
lighthearted	1.8	0.4
like	1.5	0.67082
likeable	2.0	0.63246
liked	1.8	0.6
likes	1.8	0.6
liking	1.7	0.78102
limitation	-1.2	0.6
limited	-0.9	0.53852
litigation	-0.8	0.6
litigious	-0.8	0.9798
livelier	1.7	0.78102
liveliest	2.1	0.9434
livelihood	0.8	1.07703
livelihoods	0.9	1.13578
livelily	1.8	0.6
liveliness	1.6	0.8
livelong	1.7	0.78102
lively	1.9	0.7
livid	-2.5	0.92195
lmao	2.9	0.9434
loathe	-2.2	2.08806
loathed	-2.1	1.44568
loathes	-1.9	1.13578
loathing	-2.7	0.78102
lobby	0.1	0.53852
lobbying	-0.3	0.45826
lol	1.8	1.46969
lone	-1.1	0.3
lonelier	-1.4	0.66332
loneliest	-2.4	0.8
loneliness	-1.8	0.6
lonelinesses	-1.5	1.36015
lonely	-1.5	0.5
loneness	-1.1	0.83066
loner	-1.3	0.45826
loners	-0.9	0.53852
lonesome	-1.5	0.67082
lonesomely	-1.3	1.00499
lonesomeness	-1.8	0.6
lonesomes	-1.4	0.4899
longing	-0.1	0.9434
longingly	0.7	0.45826
longings	0.4	1.2
loom	-0.9	0.53852
loomed	-1.1	1.04403
looming	-0.5	1.5
looms	-0.6	1.0198
loose	-1.3	1.18743
looses	-0.6	0.91652
lose	-1.7	0.45826
loser	-2.4	0.66332
losers	-2.4	0.8
loses	-1.3	1.00499
losing	-1.6	0.8
loss	-1.3	0.45826
losses	-1.7	0.9
lossy	-1.2	0.87178
lost	-1.3	0.45826
louse	-1.6	1.2
loused	-1.0	0.7746
louses	-1.3	0.78102
lousewort	0.1	1.3
louseworts	-0.6	0.66332
lousier	-2.2	0.4
lousiest	-2.6	0.8
lousily	-1.2	0.9798
lousiness	-1.7	0.64031
lousing	-1.1	0.9434
lousy	-2.5	0.67082
lovable	3.0	0.63246
love	3.2	0.4
loved	2.9	0.7
lovelies	2.2	0.74833
lovely	2.8	0.6
lover	2.8	0.87178
loverly	2.8	0.74833
lovers	2.4	1.11355
loves	2.7	0.9
loving	2.9	0.53852
lovingly	3.2	0.6
lovingness	2.7	1.67631
low	-1.1	0.53852
lowball	-0.8	0.87178
lowballed	-1.5	0.67082
lowballing	-0.7	0.78102
lowballs	-1.2	0.74833
lowborn	-0.7	1.1
lowboys	-0.6	1.0198
lowbred	-2.6	1.0198
lowbrow	-1.9	0.7
lowbrows	-0.6	0.66332
lowdown	-0.8	0.9798
lowdowns	-0.2	0.4
lowe	0.5	0.80623
lowed	-0.8	0.6
lower	-1.2	0.87178
lowercase	0.3	0.45826
lowercased	-0.2	0.4
lowerclassman	-0.4	0.4899
lowered	-0.5	1.11803
lowering	-1.0	0.7746
lowermost	-1.4	1.11355
lowers	-0.5	0.5
lowery	-1.8	0.87178
lowest	-1.6	0.4899
lowing	-0.5	0.67082
lowish	-0.9	0.53852
lowland	-0.1	0.3
lowlander	-0.4	0.66332
lowlanders	-0.3	0.64031
lowlands	-0.1	0.7
lowlier	-1.7	0.78102
lowliest	-1.8	1.6
lowlife	-1.5	0.67082
lowlifes	-2.2	1.249
lowlight	-2.0	1.26491
lowlights	-0.3	0.78102
lowlihead	-0.3	1.34536
lowliness	-1.1	0.53852
lowlinesses	-1.2	1.07703
lowlives	-2.1	0.7
lowly	-1.0	1.34164
lown	0.9	1.13578
lowness	-1.3	0.45826
lowrider	-0.2	0.4
lowriders	0.1	0.53852
lows	-0.8	0.9798
lowse	-0.7	0.78102
loyal	2.1	0.7
loyalism	1.0	0.89443
loyalisms	0.9	0.83066
loyalist	1.5	0.92195
loyalists	1.1	0.83066
loyally	2.1	0.7
loyalties	1.9	0.7
loyalty	2.5	0.67082
luck	2.0	0.63246
lucked	1.9	0.7
luckie	1.6	0.66332
luckier	1.9	0.7
luckiest	2.9	0.7
luckily	2.3	0.45826
luckiness	1.0	1.61245
lucking	1.2	0.6
luckless	-1.3	0.45826
lucks	1.6	0.91652
lucky	1.8	0.74833
ludicrous	-1.5	1.36015
ludicrously	-0.2	1.83303
ludicrousness	-1.9	1.57797
lugubrious	-2.1	1.37477
lulz	2.0	1.0
lunatic	-2.2	1.32665
lunatics	-1.6	1.95959
lurk	-0.8	0.87178
lurking	-0.5	1.11803
lurks	-0.9	1.04403
lying	-2.4	0.8
mad	-2.2	0.74833
maddening	-2.2	0.74833
madder	-1.2	1.16619
maddest	-2.8	1.16619
madly	-1.7	1.1
madness	-1.9	0.53852
magnific	2.3	1.1
magnifical	2.4	1.28062
magnifically	2.4	1.2
magnification	1.0	0.89443
magnifications	1.2	1.249
magnificence	2.4	1.0198
magnificences	2.3	0.9
magnificent	2.9	0.7
magnificently	3.4	0.66332
magnifico	1.8	0.87178
magnificoes	1.4	0.8
mandatory	0.3	0.9
maniac	-2.1	0.7
maniacal	-0.3	1.73494
maniacally	-1.7	0.78102
maniacs	-1.2	1.8868
manipulated	-1.6	0.4899
manipulating	-1.5	0.80623
manipulation	-1.2	1.72047
marvel	1.8	0.6
marvelous	2.9	0.7
marvels	2.0	0.89443
masochism	-1.6	1.11355
masochisms	-1.1	1.57797
masochist	-1.7	0.9
masochistic	-2.2	1.16619
masochistically	-1.6	1.35647
masochists	-1.2	1.07703
masterpiece	3.1	0.83066
masterpieces	2.5	0.67082
matter	0.1	0.3
matters	0.1	0.3
mature	1.8	0.4
meaningful	1.3	0.9
meaningless	-1.9	0.7
medal	2.1	1.22066
mediocrity	-0.3	1.1
meditative	1.4	0.66332
meh	-0.3	0.78102
melancholia	-0.5	1.28452
melancholiac	-2.0	0.63246
melancholias	-1.6	0.8
melancholic	-0.3	1.18743
melancholics	-1.0	1.0
melancholies	-1.1	0.83066
melancholy	-1.9	1.13578
menace	-2.2	0.87178
menaced	-1.7	1.48661
mercy	1.5	0.67082
merit	1.8	0.74833
merited	1.4	0.4899
meriting	1.1	1.13578
meritocracy	0.6	1.35647
meritocrat	0.4	0.8
meritocrats	1.1	1.13578
meritorious	2.1	0.53852
meritoriously	1.3	1.95192
meritoriousness	1.7	1.18743
merits	1.7	0.78102
merrier	1.7	1.41774
merriest	2.7	1.41774
merrily	2.4	0.66332
merriment	2.4	1.35647
merriments	2.0	0.89443
merriness	2.2	0.74833
merry	2.5	0.80623
merrymaker	2.2	1.4
merrymakers	1.7	1.34536
merrymaking	2.2	0.6
merrymakings	2.4	1.11355
merrythought	1.1	0.9434
merrythoughts	1.6	1.11355
mess	-1.5	0.92195
messed	-1.4	0.8
messy	-1.5	0.80623
methodical	0.6	0.8
mindless	-1.9	0.7
miracle	2.8	0.87178
mirth	2.6	0.66332
mirthful	2.7	0.45826
mirthfully	2.0	1.48324
misbehave	-1.9	0.7
misbehaved	-1.6	0.4899
misbehaves	-1.6	0.4899
misbehaving	-1.7	0.64031
mischief	-1.5	0.67082
mischiefs	-0.8	1.72047
miser	-1.8	0.87178
miserable	-2.2	1.32665
miserableness	-2.8	0.6
miserably	-2.1	1.37477
miserere	-0.8	1.07703
misericorde	0.1	1.64012
misericordes	-0.5	1.36015
miseries	-2.7	0.78102
miserliness	-2.6	1.0198
miserly	-1.4	0.91652
misers	-1.5	0.92195
misery	-2.7	0.45826
misgiving	-1.4	0.4899
misinformation	-1.3	0.64031
misinformed	-1.6	0.4899
misinterpreted	-1.3	0.64031
misleading	-1.7	0.64031
misread	-1.1	0.3
misreporting	-1.5	0.5
misrepresentation	-2.0	0.63246
miss	-0.6	1.35647
missed	-1.2	0.74833
misses	-0.9	0.3
missing	-1.2	0.4
mistakable	-0.8	0.4
mistake	-1.4	0.4899
mistaken	-1.5	0.67082
mistakenly	-1.2	0.4
mistaker	-1.6	0.4899
mistakers	-1.6	0.8
mistakes	-1.5	0.67082
mistaking	-1.1	0.53852
misunderstand	-1.5	0.67082
misunderstanding	-1.8	0.6
misunderstands	-1.3	0.45826
misunderstood	-1.4	0.66332
mlm	-1.4	1.68523
mmk	0.6	1.0198
moan	-0.6	1.62481
moaned	-0.4	1.35647
moaning	-0.4	1.28062
moans	-0.6	0.8
mock	-1.8	0.74833
mocked	-1.3	1.26886
mocker	-0.8	1.46969
mockeries	-1.6	0.8
mockers	-1.3	0.78102
mockery	-1.3	0.45826
mocking	-1.7	0.64031
mocks	-2.0	0.63246
molest	-2.1	1.81384
molestation	-1.9	1.57797
molestations	-2.9	1.04403
molested	-1.9	1.92094
molester	-2.3	1.61555
molesters	-2.2	1.66132
molesting	-2.8	1.72047
molests	-3.1	1.13578
mongering	-0.8	1.16619
monopolize	-0.8	1.6
monopolized	-0.9	0.53852
monopolizes	-1.1	0.83066
monopolizing	-0.5	1.56525
mooch	-1.7	0.9
mooched	-1.4	0.4899
moocher	-1.5	0.67082
moochers	-1.9	0.7
mooches	-1.4	0.66332
mooching	-1.7	0.64031
moodier	-1.1	1.13578
moodiest	-2.1	0.9434
moodily	-1.3	0.45826
moodiness	-1.4	0.66332
moodinesses	-1.4	0.4899
moody	-1.5	0.67082
mope	-1.9	0.53852
moping	-1.0	1.48324
moron	-2.2	0.6
moronic	-2.7	0.64031
moronically	-1.4	1.8
moronity	-1.1	1.22066
morons	-1.3	1.1
motherfucker	-3.6	0.66332
motherfucking	-2.8	1.249
motivate	1.6	0.4899
motivated	2.0	0.63246
motivating	2.2	0.6
motivation	1.4	0.66332
mourn	-1.8	0.6
mourned	-1.3	1.55242
mourner	-1.6	1.35647
mourners	-1.8	0.74833
mournful	-1.6	1.62481
mournfuller	-1.9	0.9434
mournfully	-1.7	1.55242
mournfulness	-1.8	1.4
mourning	-1.9	1.04403
mourningly	-2.3	1.18743
mourns	-2.4	0.66332
muah	2.3	1.26886
mumpish	-1.4	0.66332
murder	-3.7	0.64031
murdered	-3.4	0.66332
murderee	-3.2	0.6
murderees	-3.1	0.7
murderer	-3.6	0.4899
murderers	-3.3	0.78102
murderess	-2.2	1.72047
murderesses	-2.6	0.8
murdering	-3.3	0.78102
murderous	-3.2	0.74833
murderously	-3.1	0.9434
murderousness	-2.9	0.7
murders	-3.0	1.84391
n00b	-1.6	0.8
nag	-1.5	0.80623
nagana	-1.7	0.9
nagged	-1.7	0.45826
nagger	-1.8	0.4
naggers	-1.5	0.67082
naggier	-1.4	1.11355
naggiest	-2.4	0.91652
nagging	-1.7	0.64031
naggingly	-0.9	1.37477
naggy	-1.7	0.64031
nags	-1.1	0.53852
nah	-0.4	1.28062
naive	-1.1	1.22066
nastic	0.2	0.6
nastier	-2.3	0.45826
nasties	-2.1	0.3
nastiest	-2.4	1.85472
nastily	-1.9	0.7
nastiness	-1.1	1.44568
nastinesses	-2.6	0.66332
nasturtium	0.4	0.66332
nasturtiums	0.1	0.3
nasty	-2.6	1.0198
natural	1.5	1.0247
neat	2.0	0.89443
neaten	1.2	0.4
neatened	2.0	1.09545
neatening	1.3	0.45826
neatens	1.1	0.83066
neater	1.0	0.44721
neatest	1.7	0.64031
neath	0.2	0.9798
neatherd	-0.4	0.8
neatly	1.4	0.66332
neatness	1.3	0.64031
neats	1.1	0.53852
needy	-1.4	0.4899
negative	-2.7	0.9
negativity	-2.3	0.45826
neglect	-2.0	0.63246
neglected	-2.4	1.0198
neglecter	-1.7	0.64031
neglecters	-1.5	0.67082
neglectful	-2.0	0.63246
neglectfully	-2.1	0.9434
neglectfulness	-2.0	0.63246
neglecting	-1.7	0.78102
neglects	-2.2	0.4
nerd	-1.2	0.6
nerdier	-0.2	0.87178
nerdiest	0.6	1.28062
nerdish	-0.1	1.04403
nerdy	-0.2	1.249
nerves	-0.4	0.8
nervous	-1.1	0.53852
nervously	-0.6	1.56205
nervousness	-1.2	0.4
neurotic	-1.4	1.11355
neurotically	-1.8	1.16619
neuroticism	-0.9	1.22066
neurotics	-0.7	1.61555
nice	1.8	0.74833
nicely	1.9	0.83066
niceness	1.6	0.66332
nicenesses	2.1	1.22066
nicer	1.9	0.53852
nicest	2.2	0.87178
niceties	1.5	1.20416
nicety	1.2	1.07703
nifty	1.7	0.64031
niggas	-1.4	2.2
nigger	-3.3	1.18743
no	-1.2	0.74833
noble	2.0	0.89443
noisy	-0.7	0.64031
nonsense	-1.7	0.64031
noob	-0.2	1.16619
nosey	-0.8	1.16619
notorious	-1.9	1.3
novel	1.3	0.64031
numb	-1.4	0.66332
numbat	0.2	0.4
numbed	-0.9	0.53852
number	0.3	0.64031
numberable	0.6	0.91652
numbest	-1.0	0.89443
numbfish	-0.4	0.66332
numbfishes	-0.7	0.9
numbing	-1.1	0.83066
numbingly	-1.3	0.45826
numbles	0.4	0.66332
numbly	-1.4	1.0198
numbness	-1.1	0.7
numbs	-0.7	1.00499
numbskull	-2.3	1.41774
numbskulls	-2.2	1.07703
nurtural	1.5	0.80623
nurturance	1.6	0.8
nurturances	1.3	1.55242
nurturant	1.7	0.78102
nurture	1.4	0.8
nurtured	1.9	0.9434
nurturer	1.9	0.83066
nurturers	0.8	1.66132
nurtures	1.9	0.83066
nurturing	2.0	0.63246
nuts	-1.3	1.26886
o.o	-0.8	1.07703
o/\o	2.1	1.04403
o_0	-0.1	0.53852
obliterate	-2.9	0.83066
obliterated	-2.1	1.3
obnoxious	-2.0	0.44721
obnoxiously	-2.3	0.64031
obnoxiousness	-2.1	0.7
obscene	-2.8	0.87178
obsess	-1.0	0.89443
obsessed	-0.7	0.78102
obsesses	-1.0	0.7746
obsessing	-1.4	0.66332
obsession	-1.4	0.8
obsessional	-1.5	0.92195
obsessionally	-1.3	0.9
obsessions	-0.9	1.44568
obsessive	-0.9	1.04403
obsessively	-0.4	1.2
obsessiveness	-1.2	1.32665
obsessives	-0.7	0.9
obsolete	-1.2	0.74833
obstacle	-1.5	1.0247
obstacles	-1.6	0.8
obstinate	-1.2	0.74833
odd	-1.3	0.45826
offence	-1.2	1.93907
offences	-1.4	1.49666
offend	-1.2	1.4
offended	-1.0	1.41421
offender	-1.5	1.28452
offenders	-1.5	1.28452
offending	-2.3	0.64031
offends	-2.0	0.7746
offense	-1.0	1.61245
offenseless	0.7	1.79165
offenses	-1.5	1.5
offensive	-2.0	1.48324
offensively	-2.8	0.87178
offensiveness	-2.3	0.45826
offensives	-0.8	1.249
offline	-0.5	0.92195
ok	1.2	0.4
okay	0.9	0.53852
okays	2.1	1.13578
ominous	-1.4	1.49666
once-in-a-lifetime	1.8	1.4
openness	1.4	0.8
opportune	1.7	0.78102
opportunely	1.5	1.0247
opportuneness	1.2	1.249
opportunism	0.4	1.11355
opportunisms	0.2	1.4
opportunist	0.2	0.9798
opportunistic	-0.1	2.11896
opportunistically	0.9	1.51327
opportunists	0.3	1.34536
opportunities	1.6	0.4899
opportunity	1.8	0.6
oppressed	-2.1	0.53852
oppressive	-1.7	1.34536
optimal	1.5	0.67082
optimality	1.9	0.7
optimally	1.3	0.9
optimisation	1.6	0.8
optimisations	1.8	0.6
optimise	1.9	0.83066
optimised	1.7	1.26886
optimises	1.6	1.0198
optimising	1.7	1.00499
optimism	2.5	0.67082
optimisms	2.0	0.63246
optimist	2.4	0.4899
optimistic	1.3	1.48661
optimistically	2.1	0.53852
optimists	1.6	0.66332
optimization	1.6	0.8
optimizations	0.9	1.04403
optimize	2.2	0.87178
optimized	2.0	0.44721
optimizer	1.5	0.67082
optimizers	2.1	0.7
optimizes	1.8	0.6
optimizing	2.0	0.7746
optionless	-1.7	0.64031
original	1.3	0.9
outcry	-2.3	0.64031
outgoing	1.2	1.16619
outmaneuvered	0.5	1.36015
outrage	-2.3	1.00499
outraged	-2.5	0.92195
outrageous	-2.0	1.34164
outrageously	-1.2	1.32665
outrageousness	-1.2	1.249
outrageousnesses	-1.3	1.67631
outrages	-2.3	1.00499
outraging	-2.0	1.18322
outreach	1.1	0.7
outstanding	3.0	0.89443
overjoyed	2.7	0.78102
overload	-1.5	0.67082
overlooked	-0.1	1.44568
overreact	-1.0	1.73205
overreacted	-1.7	0.64031
overreaction	-0.7	1.34536
overreacts	-2.2	0.87178
oversell	-0.9	0.7
overselling	-0.8	1.16619
oversells	0.3	1.26886
oversimplification	0.2	1.53623
oversimplifies	0.1	1.37477
oversimplify	-0.6	1.35647
overstatement	-1.1	0.7
overstatements	-0.7	1.34536
overweight	-1.5	0.67082
overwhelm	-0.7	1.26886
overwhelmed	0.2	1.53623
overwhelmingly	-0.5	1.28452
overwhelms	-0.8	1.249
oxymoron	-0.5	0.80623
pain	-2.3	0.64031
pained	-1.8	0.6
painful	-1.9	0.9434
painfuller	-1.7	1.34536
painfully	-2.4	0.4899
painfulness	-2.7	0.64031
paining	-1.7	0.45826
painless	1.2	0.87178
painlessly	1.1	0.3
painlessness	0.4	1.0198
pains	-1.8	0.6
palatable	1.6	0.8
palatableness	0.8	0.87178
palatably	1.1	0.83066
panic	-2.3	0.64031
panicked	-2.0	1.61245
panicking	-1.9	0.53852
panicky	-1.5	0.67082
panicle	0.5	0.67082
panicled	0.1	0.83066
panicles	-0.2	0.6
panics	-1.9	1.3
paniculate	0.1	0.3
panicums	-0.1	0.3
paradise	3.2	0.9798
paradox	-0.4	0.66332
paranoia	-1.0	1.48324
paranoiac	-1.3	1.61555
paranoiacs	-0.7	1.18743
paranoias	-1.5	1.0247
paranoid	-1.0	1.41421
paranoids	-1.6	0.91652
pardon	1.3	0.45826
pardoned	0.9	0.9434
pardoning	1.7	0.78102
pardons	1.2	0.6
parley	-0.4	0.66332
partied	1.4	1.11355
partier	1.4	0.8
partiers	0.7	1.00499
parties	1.7	0.78102
party	1.7	0.78102
partyer	1.2	1.07703
partyers	1.1	0.83066
partying	1.6	1.11355
passion	2.0	0.44721
passional	1.6	0.8
passionate	2.4	1.35647
passionately	2.4	0.91652
passionateness	2.3	0.64031
passionflower	0.3	0.45826
passionflowers	0.4	0.66332
passionless	-1.9	0.7
passions	2.2	0.6
passive	0.8	1.46969
passively	-0.7	0.64031
pathetic	-2.7	1.48661
pathetical	-1.2	1.249
pathetically	-1.8	1.72047
pay	-0.4	0.91652
peace	2.5	1.0247
peaceable	1.7	0.45826
peaceableness	1.8	1.16619
peaceably	2.0	0.63246
peaceful	2.2	0.74833
peacefuller	1.9	0.7
peacefullest	3.1	0.7
peacefully	2.4	0.66332
peacefulness	2.1	0.83066
peacekeeper	1.6	1.11355
peacekeepers	1.6	1.11355
peacekeeping	2.0	0.63246
peacekeepings	1.6	0.8
peacemaker	2.0	0.89443
peacemakers	2.4	1.0198
peacemaking	1.7	0.78102
peacenik	0.8	0.87178
peaceniks	0.7	1.00499
peaces	2.1	0.83066
peacetime	2.2	1.16619
peacetimes	2.1	0.83066
peculiar	0.6	1.2
peculiarities	0.1	1.37477
peculiarity	0.6	1.2
peculiarly	-0.4	1.2
penalty	-2.0	0.63246
pensive	0.3	1.1
perfect	2.7	0.78102
perfecta	1.4	1.42829
perfectas	0.6	1.11355
perfected	2.7	0.78102
perfecter	1.8	0.9798
perfecters	1.4	1.11355
perfectest	3.1	1.04403
perfectibilities	2.1	1.04403
perfectibility	1.8	1.249
perfectible	1.5	0.67082
perfecting	2.3	0.9
perfection	2.7	1.1
perfectionism	1.3	1.26886
perfectionist	1.5	1.20416
perfectionistic	0.7	1.67631
perfectionists	0.1	1.22066
perfections	2.5	1.43178
perfective	1.2	0.87178
perfectively	2.1	1.13578
perfectiveness	0.9	1.51327
perfectives	0.9	0.83066
perfectivity	2.2	0.9798
perfectly	3.2	0.4
perfectness	3.0	0.63246
perfecto	1.3	1.34536
perfects	1.6	1.11355
peril	-1.7	1.67631
perjury	-1.9	0.9434
perpetrator	-2.2	0.74833
perpetrators	-1.0	1.67332
perplexed	-1.3	0.64031
persecute	-2.1	1.37477
persecuted	-1.3	1.61555
persecutes	-1.2	1.4
persecuting	-1.5	1.62788
perturbed	-1.4	0.8
perverse	-1.8	1.8868
perversely	-2.2	0.87178
perverseness	-2.1	1.22066
perversenesses	-0.5	1.74642
perversion	-1.3	1.34536
perversions	-1.2	1.83303
perversities	-1.1	1.22066
perversity	-2.6	0.8
